playerName,team_name,fpl_minutes,fpl_goals,fpl_assits,fpl_cs,fpl_points,fpl_bonus,fpl_cprice
Ramadan Sobhi,Stoke,1227,2,1,2,51,2,4.5
Ryan Shawcross,Stoke,2371,1,1,5,67,2,4.8
Saido Berahino,Stoke,483,0,1,2,20,0,5.5
Stephen Ireland,Stoke,128,0,0,0,4,0,4.5
Thomas Edwards,Stoke,481,0,0,0,6,0,4.0
Tyrese Campbell,Stoke,75,0,0,0,4,0,4.5
Xherdan Shaqiri,Stoke,3039,8,9,6,155,19,6.1
Kevin Wimmer,"Stoke,Tottenham",1321,0,0,1,19,1,4.0
Alfie Mawson,Swansea,3420,2,1,9,112,7,5.1
Angel Rangel,Swansea,154,0,0,0,4,0,3.9
Connor Roberts,Swansea,267,0,0,0,7,0,4.0
Erwin Mulder,Swansea,0,0,0,0,0,0,4.0
Federico Fernández,Swansea,2676,1,1,7,85,10,4.5
Jay Fulton,Swansea,17,0,0,0,1,0,4.3
Joe Rodon,Swansea,0,0,0,0,0,0,4.0
Jordan Ayew,Swansea,2850,7,2,7,108,12,5.4
Ki Sung-yueng,Swansea,1865,2,2,5,73,9,4.6
Kristoffer Nordfeldt,Swansea,0,0,0,0,0,0,3.9
Kyle Bartley,Swansea,233,0,0,0,5,0,4.3
Kyle Naughton,Swansea,3030,0,2,9,101,11,4.6
Leon Britton,Swansea,301,0,0,3,10,0,4.4
Leroy Fer,Swansea,1394,1,1,4,41,0,5.2
Luciano Narsingh,Swansea,614,1,0,1,30,3,4.7
Lukasz Fabianski,Swansea,3420,0,0,9,157,14,4.7
Martin Olsson,Swansea,3149,0,1,10,89,0,5.0
Mike van der Hoorn,Swansea,1944,1,0,8,74,4,4.4
Nathan Dyer,Swansea,1300,0,1,3,41,0,4.4
Oliver McBurnie,Swansea,267,0,1,0,16,0,4.6
Renato Sanches,Swansea,699,0,0,2,20,0,4.3
Roque Mesa,Swansea,753,0,0,2,18,0,4.2
Sam Clucas,Swansea,2039,3,1,5,75,4,4.7
Tammy Abraham,Swansea,1715,5,3,4,86,11,5.4
Tom Carroll,Swansea,2562,0,4,7,85,6,4.3
Wayne Routledge,Swansea,420,0,0,1,17,0,5.1
Wilfried Bony,Swansea,701,2,1,2,33,3,5.6
André Ayew,"Swansea,West Ham",1834,3,5,3,77,2,6.8
Alfie Whiteman,Tottenham,0,0,0,0,0,0,4.0
Ben Davies,Tottenham,2323,2,7,12,143,14,5.8
Cameron Carter-Vickers,Tottenham,0,0,0,0,0,0,4.5
Christian Eriksen,Tottenham,3218,11,10,17,199,23,9.7
Danny Rose,Tottenham,800,0,2,2,24,0,6.4
Davinson Sánchez,Tottenham,2532,0,0,13,107,8,6.0
Dele Alli,Tottenham,2957,9,13,16,175,12,9.0
Eric Dier,Tottenham,2822,0,2,15,85,2,4.7
Erik Lamela,Tottenham,826,2,4,4,55,1,6.3
Fernando Llorente,Tottenham,224,1,0,1,22,2,7.3
Harry Kane,Tottenham,3074,29,2,15,217,31,13.1
Harry Winks,Tottenham,768,0,1,4,31,0,4.8
Hugo Lloris,Tottenham,3240,0,0,15,144,6,5.5
Jan Vertonghen,Tottenham,3203,0,1,16,138,13,6.1
Juan Foyth,Tottenham,0,0,0,0,0,0,4.5
Kazaiah Sterling,Tottenham,0,0,0,0,0,0,4.5
Kieran Trippier,Tottenham,1912,0,7,9,113,18,5.2
Kyle Walker-Peters,Tottenham,188,0,2,1,13,0,4.0
Lucas Moura,Tottenham,206,0,1,0,11,0,7.7
Michel Vorm,Tottenham,90,0,0,0,3,0,4.8
Mousa Dembélé,Tottenham,1875,0,0,7,52,3,4.9
Moussa Sissoko,Tottenham,1385,1,1,7,58,0,5.3
Paulo Gazzaniga,Tottenham,90,0,0,1,9,2,4.2
Serge Aurier,Tottenham,1427,2,2,6,77,9,5.9
Son Heung-Min,Tottenham,2292,12,8,14,178,16,8.3
Tashan Oakley-Boothe,Tottenham,0,0,0,0,0,0,4.5
Toby Alderweireld,Tottenham,1177,0,0,5,43,3,5.8
Victor Wanyama,Tottenham,837,1,0,2,32,1,4.8
Vincent Janssen,Tottenham,1,0,0,0,1,0,7.4
Abdoulaye Doucouré,Watford,3324,7,4,9,136,16,5.2
Adrian Mariappa,Watford,2206,0,0,6,58,2,4.1
André Carrillo,Watford,1529,1,3,4,64,4,5.4
Andre Gray,Watford,1486,5,3,5,79,4,6.3
Ben Watson,Watford,455,0,0,0,12,0,4.3
Carl Stewart,Watford,0,0,0,0,0,0,4.5
Christian Kabasele,Watford,2329,2,0,6,68,2,4.4
Costel Pantilimon,Watford,0,0,0,0,0,0,4.5
Craig Cathcart,Watford,495,0,0,1,14,0,4.4
Daniel Bachmann,Watford,0,0,0,0,0,0,4.0
Daryl Janmaat,Watford,1818,3,1,2,59,3,4.8
Didier Ndong,Watford,0,0,0,0,0,0,4.5
Dodi Lukebakio,Watford,15,0,0,0,1,0,4.8
Etienne Capoue,Watford,1537,1,1,4,48,0,4.8
Gerard Deulofeu,Watford,433,1,1,2,25,3,5.5
Heurelho Gomes,Watford,2128,0,0,5,64,4,4.4
Isaac Success,Watford,0,0,0,0,0,0,5.3
Jerome Sinclair,Watford,29,0,0,0,4,0,4.9
José Holebas,Watford,2381,0,4,6,72,6,4.8
Joy Mukena,Watford,0,0,0,0,0,0,4.0
Kiko Femenía,Watford,1709,1,1,5,65,9,4.3
Marvin Zeegelaar,Watford,993,0,2,2,28,5,4.0
Michael Folivi,Watford,0,0,0,0,0,0,4.5
Miguel Britos,Watford,795,1,0,2,22,0,4.3
Molla Wagué,Watford,438,1,0,1,19,0,4.5
Nathaniel Chalobah,Watford,447,0,0,3,13,0,4.2
Nordin Amrabat,Watford,198,0,0,1,6,0,5.0
Orestis Karnezis,Watford,1291,0,0,4,47,5,4.5
Richarlison,Watford,2817,5,8,8,125,4,5.8
Roberto Pereyra,Watford,1610,5,3,1,81,5,5.8
Sebastian Prödl,Watford,1566,0,0,5,42,0,4.3
Stefano Okaka,Watford,442,1,1,2,24,1,5.3
Tom Cleverley,Watford,1900,1,2,6,58,3,5.0
Troy Deeney,Watford,1836,5,2,6,73,7,6.3
Will Hughes,Watford,987,2,3,4,53,5,4.6
Younes Kaboul,Watford,151,0,0,1,7,0,4.2
Ahmed Hegazi,West Bromwich Albion,3386,2,0,10,114,11,4.6
Alex Palmer,West Bromwich Albion,0,0,0,0,0,0,4.0
Ali Gabr,West Bromwich Albion,0,0,0,0,0,0,4.2
Allan Nyom,West Bromwich Albion,2306,0,1,7,70,6,4.7
Ben Foster,West Bromwich Albion,3330,0,0,10,123,11,4.3
Boaz Myhill,West Bromwich Albion,90,0,0,0,1,0,4.0
Chris Brunt,West Bromwich Albion,1917,0,8,9,81,6,5.0
Claudio Yacob,West Bromwich Albion,898,0,0,3,23,0,4.3
Craig Dawson,West Bromwich Albion,2510,2,1,8,87,4,4.8
Gareth Barry,West Bromwich Albion,1921,1,2,4,56,0,4.4
Gareth McAuley,West Bromwich Albion,454,0,0,0,8,0,4.5
Grzegorz Krychowiak,West Bromwich Albion,1634,0,3,4,58,4,4.7
Hal Robson-Kanu,West Bromwich Albion,816,2,0,4,32,1,4.9
Jake Livermore,West Bromwich Albion,2671,2,2,8,89,6,4.8
James McClean,West Bromwich Albion,1391,1,0,6,45,1,4.7
James Morrison,West Bromwich Albion,205,1,0,2,13,0,5.3
Jay Rodriguez,West Bromwich Albion,2807,7,1,10,109,11,5.4
Jonathan Leko,West Bromwich Albion,0,0,0,0,0,0,4.5
Jonny Evans,West Bromwich Albion,2269,2,2,6,78,5,4.9
Kane Wilson,West Bromwich Albion,0,0,0,0,0,0,4.0
Kieran Gibbs,West Bromwich Albion,2826,0,2,8,86,2,5.0
Kyle Jameson,West Bromwich Albion,0,0,0,0,0,0,4.0
Matt Phillips,West Bromwich Albion,2087,2,3,10,81,3,5.4
Max Melbourne,West Bromwich Albion,0,0,0,0,0,0,4.0
Nacer Chadli,West Bromwich Albion,213,1,0,1,15,3,5.6
Nathan Ferguson,West Bromwich Albion,0,0,0,0,0,0,4.0
Oliver Burke,West Bromwich Albion,356,0,2,0,23,0,4.9
Rayhaan Tulloch,West Bromwich Albion,0,0,0,0,0,0,4.5
Rekeem Harper,West Bromwich Albion,20,0,0,0,1,0,4.5
Salomón Rondón,West Bromwich Albion,2765,7,3,6,103,5,6.0
Sam Field,West Bromwich Albion,534,1,0,4,23,2,4.4
Aaron Cresswell,West Ham,3069,1,7,10,118,10,4.9
Adrián,West Ham,1710,0,0,6,72,5,4.0
Andy Carroll,West Ham,742,3,1,3,36,6,5.7
Angelo Ogbonna,West Ham,2880,1,0,7,77,4,4.2
Antonio Martínez,West Ham,1350,3,2,7,62,1,7.4
Arthur Masuaku,West Ham,1867,0,3,6,68,2,4.2
Ben Johnson,West Ham,0,0,0,0,0,0,4.4
Cheikhou Kouyaté,West Ham,2798,2,3,7,86,2,5.0
Chicharito,West Ham,1537,8,2,6,93,14,6.7
Declan Rice,West Ham,1421,0,0,3,41,0,4.4
Diafra Sakho,West Ham,294,2,1,0,24,1,5.5
Domingos Quina,West Ham,0,0,0,0,0,0,4.4
Edimilson Fernandes,West Ham,840,0,2,2,29,0,4.3
Grady Diangana,West Ham,0,0,0,0,0,0,4.5
James Collins,West Ham,1049,1,0,3,36,3,4.3
João Mário,West Ham,1021,2,1,4,46,5,6.0
Joe Hart,West Ham,1710,0,1,4,59,3,4.2
Jordan Hugill,West Ham,22,0,0,0,3,0,4.9
José Fonte,West Ham,688,0,2,3,34,3,4.7
Josh Cullen,West Ham,6,0,0,0,2,0,4.5
Josh Pask,West Ham,0,0,0,0,0,0,4.0
Manuel Lanzini,West Ham,2039,5,7,6,106,11,6.6
Marcus Browne,West Ham,0,0,0,0,0,0,4.5
Mark Noble,West Ham,2400,4,0,7,84,7,5.3
Marko Arnautovic,West Ham,2309,11,7,7,144,12,7.1
Michail Antonio,West Ham,1350,3,2,7,62,1,7.4
Moses Makasi,West Ham,0,0,0,0,0,0,4.5
Nathan Trott,West Ham,0,0,0,0,0,0,4.0
Pablo Zabaleta,West Ham,3289,0,1,10,90,6,4.9
Patrice Evra,West Ham,227,0,0,0,2,0,4.1
Pedro Obiang,West Ham,1562,2,0,5,54,6,4.2
Reece Burke,West Ham,0,0,0,0,0,0,4.0
Reece Oxford,West Ham,4,0,0,0,1,0,4.5
Sam Byram,West Ham,246,0,0,0,5,0,4.2
Sead Haksabanovic,West Ham,0,0,0,0,0,0,5.0
Toni Martínez,West Ham,0,0,0,0,0,0,5.0
Winston Reid,West Ham,1452,0,0,5,42,3,4.8
