player,team,position,minutes,goals,assits,cs,points,bonus,price
Mousset,Bournemouth,FWD,581,2,0,1,36,3,4.9
Mukena,Watford,DEF,0,0,0,0,0,0,4.0
Mulder,Swansea,GKP,0,0,0,0,0,0,4.0
Muniesa,Stoke,DEF,0,0,0,0,0,0,4.5
Murphy,Brighton,Middlesbrough,166,0,0,0,6,0,4.7
Murphy,Newcastle United,FWD,0,0,0,0,0,0,4.5
Murphy,Newcastle United,Middlesbrough,1137,1,2,2,51,2,5.0
Murray,Brighton,FWD,2184,12,0,8,111,16,5.9
Musa,Leicester,Middlesbrough,0,0,0,0,0,0,6.1
Musonda,Chelsea,Middlesbrough,35,0,1,0,6,0,4.8
Mustafi,Arsenal,DEF,2272,3,1,10,109,13,5.4
Mutch,Crystal Palace,Middlesbrough,0,0,0,0,0,0,4.5
Myhill,West Bromwich Albion,GKP,90,0,0,0,1,0,4.0
M�enp��,Brighton,GKP,0,0,0,0,0,0,3.9
Narsingh,Swansea,Middlesbrough,614,1,0,1,30,3,4.7
Naughton,Swansea,DEF,3030,0,2,9,101,11,4.6
Ndidi,Leicester,Middlesbrough,2896,0,4,9,78,4,4.9
Ndong,Watford,Middlesbrough,0,0,0,0,0,0,4.5
Ndukwu,Leicester,DEF,0,0,0,0,0,0,4.0
Nelson,Arsenal,Middlesbrough,144,0,0,0,5,0,4.7
Ngoy,Stoke,FWD,19,0,0,0,1,0,4.5
Niasse,Everton,FWD,1076,8,3,0,83,14,4.6
Nketiah,Arsenal,FWD,17,0,0,0,3,0,5.0
Nkoudou,Burnley,Middlesbrough,223,0,0,1,11,0,5.3
Nmecha,Manchester City,FWD,14,0,0,0,2,0,4.5
Noble,West Ham,Middlesbrough,2400,4,0,7,84,7,5.3
Nolito,Manchester City,Middlesbrough,0,0,0,0,0,0,7.0
Nordfeldt,Swansea,GKP,0,0,0,0,0,0,3.9
Norwood,Brighton,Middlesbrough,0,0,0,0,0,0,4.5
Nyom,West Bromwich Albion,DEF,2306,0,1,7,70,6,4.7
O'Neill,Burnley,Middlesbrough,0,0,0,0,0,0,4.5
Oakley-Boothe,Tottenham,Middlesbrough,0,0,0,0,0,0,4.5
Obafemi,Southampton,FWD,8,0,0,0,1,0,4.5
Obiang,West Ham,Middlesbrough,1562,2,0,5,54,6,4.2
Ogbonna,West Ham,DEF,2880,1,0,7,77,4,4.2
Okaka,Watford,FWD,442,1,1,2,24,1,5.3
Okazaki,Leicester,FWD,1314,6,3,5,76,7,5.3
Olsson,Swansea,DEF,3149,0,1,10,89,0,5.0
Origi,Liverpool,FWD,9,0,0,0,1,0,7.4
Oriol Romeu,Southampton,Middlesbrough,2897,1,0,8,68,0,4.2
Osei-Tutu,Arsenal,DEF,0,0,0,0,0,0,4.0
Ospina,Arsenal,GKP,380,0,0,2,19,1,4.8
Otamendi,Manchester City,DEF,2966,4,0,15,156,21,6.4
Oxford,West Ham,DEF,4,0,0,0,1,0,4.5
Palmer,Chelsea,Middlesbrough,168,0,0,1,4,0,5.3
Palmer,West Bromwich Albion,GKP,0,0,0,0,0,0,4.0
Pantilimon,Watford,GKP,0,0,0,0,0,0,4.5
Pask,West Ham,DEF,0,0,0,0,0,0,4.0
Payne,Huddersfield,Middlesbrough,0,0,0,0,0,0,4.5
Pedro,Chelsea,Middlesbrough,1511,4,2,8,81,2,7.7
Pennington,Everton,DEF,0,0,0,0,0,0,4.0
Pereira,Manchester United,Middlesbrough,0,0,0,0,0,0,4.9
Pereyra,Watford,Middlesbrough,1610,5,3,1,81,5,5.8
Phillips,West Bromwich Albion,Middlesbrough,2087,2,3,10,81,3,5.4
Pickford,Everton,GKP,3420,0,0,10,145,16,4.9
Pied,Southampton,DEF,180,0,1,0,7,1,4.2
Pieters,Stoke,DEF,2717,0,1,7,71,1,4.7
Pogba,Manchester United,Middlesbrough,2145,6,13,11,138,15,7.9
Pope,Burnley,GKP,3114,0,0,11,152,19,5.0
Pritchard,Huddersfield,Middlesbrough,997,1,2,3,40,3,5.4
Pr�dl,Watford,DEF,1566,0,0,5,42,0,4.3
Pr�pper,Brighton,Middlesbrough,3118,0,4,9,87,1,5.3
Pugh,Bournemouth,Middlesbrough,974,0,0,5,32,0,4.7
Puncheon,Crystal Palace,Middlesbrough,574,0,0,0,11,0,4.4
P�rez,Arsenal,FWD,0,0,0,0,0,0,7.4
P�rez,Newcastle United,FWD,2486,8,6,8,124,15,5.5
Quaner,Huddersfield,FWD,1268,0,4,3,44,0,4.5
Quina,West Ham,Middlesbrough,0,0,0,0,0,0,4.4
Rakip,Crystal Palace,Middlesbrough,0,0,0,0,0,0,4.8
Ramsdale,Bournemouth,GKP,0,0,0,0,0,0,4.0
Ramsey,Arsenal,Middlesbrough,1844,7,10,9,130,12,6.8
Randolph,West Ham,GKP,0,0,0,0,0,0,4.5
Rangel,Swansea,DEF,154,0,0,0,4,0,3.9
Rashford,Manchester United,FWD,1799,7,5,10,104,11,7.3
Redmond,Southampton,Middlesbrough,1938,1,3,7,72,3,5.9
Reid,West Ham,DEF,1452,0,0,5,42,3,4.8
Rice,West Ham,DEF,1421,0,0,3,41,0,4.4
Richarlison,Watford,Middlesbrough,2817,5,8,8,125,4,5.8
Riedewald,Crystal Palace,DEF,435,0,0,2,23,0,4.6
Ritchie,Newcastle United,Middlesbrough,2802,3,7,9,116,10,5.4
Roberts,Swansea,DEF,267,0,0,0,7,0,4.0
Robertson,Liverpool,DEF,1940,1,5,10,111,12,5.0
Robinson,Burnley,GKP,0,0,0,0,0,0,4.5
Robles,Everton,GKP,0,0,0,0,0,0,4.2
Robson-Kanu,West Bromwich Albion,FWD,816,2,0,4,32,1,4.9
Rodon,Swansea,DEF,0,0,0,0,0,0,4.0
Rodriguez,West Bromwich Albion,FWD,2807,7,1,10,109,11,5.4
Rojo,Manchester United,DEF,639,0,0,3,23,4,5.4
Romero,Manchester United,GKP,90,0,0,1,7,0,4.7
Rond�n,West Bromwich Albion,FWD,2765,7,3,6,103,5,6.0
Rooney,Everton,FWD,2265,10,3,7,113,20,7.1
Rose,Tottenham,DEF,800,0,2,2,24,0,6.4
Rosenior,Brighton,DEF,163,0,0,0,3,0,3.9
Routledge,Swansea,Middlesbrough,420,0,0,1,17,0,5.1
Ryan,Brighton,GKP,3420,0,0,10,146,13,4.6
R�diger,Chelsea,DEF,2336,2,1,12,115,8,5.8
Sabiri,Huddersfield,Middlesbrough,217,0,1,1,10,0,4.7
Saivet,Newcastle United,Middlesbrough,83,1,0,0,8,1,4.4
Sakho,Crystal Palace,DEF,1597,1,2,6,81,18,4.6
Sakho,West Ham,FWD,294,2,1,0,24,1,5.5
Sako,Crystal Palace,Middlesbrough,466,3,0,1,36,1,4.8
Salah,Liverpool,Middlesbrough,2905,32,12,15,303,26,10.6
Sanches,Swansea,Middlesbrough,699,0,0,2,20,0,4.3
Sandro,Everton,FWD,275,0,0,1,10,0,7.0
San�,Manchester City,Middlesbrough,2415,10,15,12,179,17,8.7
Scannell,Huddersfield,Middlesbrough,0,0,0,0,0,0,4.5
Schelotto,Brighton,DEF,1313,0,0,0,20,0,4.4
Schindler,Huddersfield,DEF,3264,0,2,9,102,15,4.6
Schlupp,Crystal Palace,DEF,1742,0,2,3,50,0,4.7
Schmeichel,Leicester,GKP,2965,0,0,8,123,17,5.1
Schneiderlin,Everton,Middlesbrough,2124,0,0,6,52,1,4.7
Scott,Chelsea,Middlesbrough,0,0,0,0,0,0,4.3
Shaqiri,Stoke,Middlesbrough,3039,8,9,6,155,19,6.1
Shaw,Manchester United,DEF,787,0,0,7,48,4,4.8
Shawcross,Stoke,DEF,2371,1,1,5,67,2,4.8
Shelvey,Newcastle United,Middlesbrough,2264,1,4,6,73,4,5.2
Sheyi Ojo,Liverpool,Middlesbrough,0,0,0,0,0,0,5.0
Sidwell,Brighton,Middlesbrough,0,0,0,0,0,0,4.2
Sigurdsson,Everton,Middlesbrough,2257,4,4,6,96,8,8.0
Silva,Leicester,Middlesbrough,760,0,2,1,23,0,5.9
Simpson,Bournemouth,DEF,71,0,0,0,1,0,4.0
Simpson,Leicester,DEF,2306,0,0,5,55,0,4.3
Sims,Southampton,Middlesbrough,160,0,0,1,8,0,4.3
Sinclair,Watford,FWD,29,0,0,0,4,0,4.9
Sissoko,Tottenham,Middlesbrough,1385,1,1,7,58,0,5.3
Skalak,Brighton,Middlesbrough,0,0,0,0,0,0,4.7
Slimani,Newcastle United,FWD,369,1,1,1,25,1,6.6
Smalling,Manchester United,DEF,2535,4,0,11,123,9,5.7
Smith,Huddersfield,DEF,1902,0,1,5,50,2,4.7
Snodgrass,West Ham,Middlesbrough,0,0,0,0,0,0,5.8
Sobhi,Stoke,Middlesbrough,1227,2,1,2,51,2,4.5
Solanke,Liverpool,FWD,581,1,2,3,38,2,4.6
Son,Tottenham,Middlesbrough,2292,12,8,14,178,16,8.3
Sorenson,Stoke,Middlesbrough,75,0,1,0,5,0,4.5
Souar�,Crystal Palace,DEF,8,0,0,0,1,0,4.5
Souttar,Stoke,DEF,0,0,0,0,0,0,4.0
Speroni,Crystal Palace,GKP,990,0,0,2,36,3,4.0
Stafylidis,Stoke,DEF,334,0,0,0,6,0,4.3
Stanislas,Bournemouth,Middlesbrough,1285,5,3,2,75,7,5.7
Stankovic,Huddersfield,DEF,0,0,0,0,0,0,3.9
Stekelenburg,Everton,GKP,0,0,0,0,0,0,4.2
Stephens,Brighton,Middlesbrough,3240,0,3,10,87,2,4.5
Stephens,Southampton,DEF,1980,2,0,5,58,2,4.5
Sterling,Chelsea,DEF,0,0,0,0,0,0,4.5
Sterling,Manchester City,Middlesbrough,2584,18,17,13,229,19,9.1
Sterling,Tottenham,FWD,0,0,0,0,0,0,4.5
Steve Cook,Bournemouth,DEF,2764,2,1,5,83,9,4.6
Stewart,Watford,Middlesbrough,0,0,0,0,0,0,4.5
Stones,Manchester City,DEF,1301,0,0,9,70,5,5.3
Sturridge,West Bromwich Albion,FWD,541,2,1,3,32,0,7.9
Success,Watford,Middlesbrough,0,0,0,0,0,0,5.3
Surman,Bournemouth,Middlesbrough,1851,2,5,5,82,9,4.3
Suttner,Brighton,DEF,1178,0,0,4,38,3,4.2
S�nchez,Manchester United,Middlesbrough,2546,9,10,11,152,13,11.4
S�nchez,Tottenham,DEF,2532,0,0,13,107,8,6.0
S�rloth,Crystal Palace,FWD,360,0,0,0,8,0,5.4
Tadic,Southampton,Middlesbrough,2791,6,3,10,122,10,6.2
Targett,Southampton,DEF,166,0,0,0,2,0,4.3
Tarkowski,Burnley,DEF,2790,0,1,11,101,4,4.6
Taylor,Bournemouth,Middlesbrough,0,0,0,0,0,0,4.5
Taylor,Burnley,DEF,949,0,0,2,23,0,4.2
Taylor,Southampton,GKP,0,0,0,0,0,0,4.0
Thomas,Leicester,Middlesbrough,0,0,0,0,0,0,4.5
Tomkins,Crystal Palace,DEF,2386,3,0,9,99,9,4.4
Tomori,Chelsea,DEF,0,0,0,0,0,0,4.5
Tosun,Everton,FWD,984,5,0,4,55,9,6.7
Townsend,Crystal Palace,Middlesbrough,3120,2,9,9,121,7,5.6
Trippier,Tottenham,DEF,1912,0,7,9,113,18,5.2
Trott,West Ham,GKP,0,0,0,0,0,0,4.0
Tuanzebe,Manchester United,DEF,1,0,0,0,1,0,3.9
Tulloch,West Bromwich Albion,FWD,0,0,0,0,0,0,4.5
Tymon,Stoke,DEF,162,0,0,0,0,0,4.4
Ulloa,Brighton,FWD,279,1,0,1,20,0,4.8
Ulvestad,Burnley,Middlesbrough,0,0,0,0,0,0,4.4
Valencia,Manchester United,DEF,2741,3,1,16,146,13,6.9
Valencia,West Ham,FWD,0,0,0,0,0,0,5.0
van Aanholt,Crystal Palace,DEF,2182,5,1,6,95,7,5.2
van der Hoorn,Swansea,DEF,1944,1,0,8,74,4,4.4
van Dijk,Liverpool,DEF,2253,0,0,8,78,5,5.7
van La Parra,Huddersfield,Middlesbrough,2131,3,0,6,74,3,4.4
Vardy,Leicester,FWD,3248,20,2,8,183,28,8.8
Vertonghen,Tottenham,DEF,3203,0,1,16,138,13,6.1
Vlasic,Everton,Middlesbrough,572,0,0,1,18,0,5.3
Vokes,Burnley,FWD,977,4,2,2,63,7,5.7
Vorm,Tottenham,GKP,90,0,0,0,3,0,4.8
Wagu�,Watford,DEF,438,1,0,1,19,0,4.5
Walcott,Everton,Middlesbrough,1214,3,3,4,62,3,6.6
Walker,Manchester City,DEF,2784,0,6,15,138,8,6.6
Walker-Peters,Tottenham,DEF,188,0,2,1,13,0,4.0
Walters,Burnley,Middlesbrough,36,0,0,0,3,0,5.1
Wan-Bissaka,Crystal Palace,Middlesbrough,627,0,0,2,15,0,4.5
Wanyama,Tottenham,Middlesbrough,837,1,0,2,32,1,4.8
Ward,Burnley,DEF,2460,1,1,9,102,9,4.8
Ward,Crystal Palace,DEF,1613,0,1,4,41,0,4.7
Ward,Liverpool,GKP,0,0,0,0,0,0,4.4
Ward-Prowse,Southampton,Middlesbrough,1708,3,5,2,84,8,4.9
Watson,Watford,Middlesbrough,455,0,0,0,12,0,4.3
Welbeck,Arsenal,FWD,1178,5,2,4,70,6,7.3
Wells,Burnley,FWD,46,0,0,0,9,0,4.9
Westwood,Burnley,Middlesbrough,1105,0,1,2,35,1,4.3
Whelan,Stoke,Middlesbrough,0,0,0,0,0,0,4.5
Whitehead,Huddersfield,Middlesbrough,68,0,0,0,4,0,4.2
Whiteman,Tottenham,GKP,0,0,0,0,0,0,4.0
Wickham,Crystal Palace,FWD,0,0,0,0,0,0,5.4
Wijnaldum,Liverpool,Middlesbrough,2381,1,2,15,85,1,6.6
Williams,Everton,DEF,1830,1,0,5,56,3,5.2
Williams,Huddersfield,Middlesbrough,1115,0,0,0,28,0,4.8
Willian,Chelsea,Middlesbrough,1874,6,8,9,130,13,7.0
Willock,Arsenal,Middlesbrough,81,0,0,0,3,0,4.5
Wilshere,Arsenal,Middlesbrough,1185,1,3,4,46,2,5.0
Wilson,Bournemouth,FWD,1981,8,2,6,102,13,5.6
Wilson,West Bromwich Albion,DEF,0,0,0,0,0,0,4.0
Wimmer,Stoke,DEF,1321,0,0,1,19,1,4.0
Winks,Tottenham,Middlesbrough,768,0,1,4,31,0,4.8
Wood,Burnley,FWD,1621,10,1,10,104,20,6.2
Woodburn,Liverpool,Middlesbrough,6,0,0,0,1,0,4.2
Woodman,Newcastle United,GKP,0,0,0,0,0,0,4.0
Xhaka,Arsenal,Middlesbrough,3259,1,8,12,109,3,5.1
Yacob,West Bromwich Albion,Middlesbrough,898,0,0,3,23,0,4.3
Yaya Tour�,Manchester City,Middlesbrough,227,0,2,0,16,0,6.0
Yedlin,Newcastle United,DEF,2842,0,2,7,88,5,4.5
Yoshida,Southampton,DEF,2049,2,1,6,76,6,4.6
Young,Manchester United,Middlesbrough,2444,2,6,9,98,11,4.8
Zabaleta,West Ham,DEF,3289,0,1,10,90,6,4.9
Zaha,Crystal Palace,Middlesbrough,2549,9,7,10,136,8,7.1
Zanka,Huddersfield,DEF,3420,0,3,10,107,9,4.5
Zappacosta,Chelsea,DEF,1087,1,1,5,58,1,5.9
Zeegelaar,Watford,DEF,993,0,2,2,28,5,4.0
Zinchenko,Manchester City,Middlesbrough,530,0,0,3,16,0,5.0
Zouma,Stoke,DEF,2887,1,0,7,87,5,5.4
Z�rate,Watford,FWD,0,0,0,0,0,0,5.4
�zil,Arsenal,Middlesbrough,2161,4,9,8,112,11,9.3
