playerName,team_name,fpl_minutes,fpl_goals,fpl_assits,fpl_cs,fpl_points,fpl_bonus,fpl_cprice
Joel Asoro,Sunderland,10,0,0,0,1,0,4.4
John O'Shea,Sunderland,2158,0,1,3,47,3,4.4
Joleon Lescott,Sunderland,124,0,0,0,1,0,3.9
Jordan Pickford,Sunderland,2610,0,0,4,102,9,4.2
Josh Maja,Sunderland,0,0,0,0,0,0,4.5
Josh Robson,Sunderland,0,0,0,0,0,0,4.0
Lamine Koné,Sunderland,2545,1,0,5,69,5,4.2
Lee Cattermole,Sunderland,633,0,0,0,12,0,4.2
Lynden Gooch,Sunderland,366,0,0,1,12,0,4.1
Max Stryjek,Sunderland,0,0,0,0,0,0,4.0
Michael Ledger,Sunderland,0,0,0,0,0,0,4.0
Mika,Sunderland,0,0,0,0,0,0,4.4
Paddy McNair,Sunderland,353,0,0,1,12,0,4.2
Papy Djilobodji,Sunderland,1577,0,0,2,24,0,4.2
Sebastian Larsson,Sunderland,1468,0,3,3,40,0,4.7
Steven Pienaar,Sunderland,802,0,0,2,15,0,4.8
Thomas Robson,Sunderland,0,0,0,0,0,0,4.0
Victor Anichebe,Sunderland,1219,3,1,3,48,5,4.3
Vito Mannone,Sunderland,810,0,0,2,34,6,4.0
Wahbi Khazri,Sunderland,849,1,0,1,31,3,6.0
Patrick van Aanholt,"Sunderland,Crystal Palace",2498,5,1,5,98,9,4.9
Younes Kaboul,"Sunderland,Watford",1910,2,0,4,57,1,4.3
Alfie Mawson,Swansea,2430,4,0,7,94,9,4.6
Angel Rangel,Swansea,831,1,0,1,26,1,4.1
Borja Bastón,Swansea,561,1,2,1,32,1,6.6
Connor Roberts,Swansea,0,0,0,0,0,0,4.0
Daniel James,Swansea,0,0,0,0,0,0,4.5
Federico Fernández,Swansea,2430,0,1,6,63,4,4.2
Fernando Llorente,Swansea,2442,15,3,5,146,22,6.3
Gerhard Tremmel,Swansea,0,0,0,0,0,0,4.0
Gylfi Sigurdsson,Swansea,3327,9,13,7,181,18,7.4
Jack Cork,Swansea,2232,0,1,3,50,0,4.6
Jay Fulton,Swansea,690,0,0,3,19,0,4.4
Jefferson Montero,Swansea,380,0,1,0,18,0,5.0
Jordan Ayew,Swansea,867,1,4,5,39,2,5.0
Jordi Amat,Swansea,1409,0,0,2,21,0,3.8
Ki Sung-yueng,Swansea,1291,0,1,4,41,0,5.0
Kristoffer Nordfeldt,Swansea,90,0,0,0,3,0,3.9
Kyle Naughton,Swansea,2714,1,0,8,82,7,4.4
Leon Britton,Swansea,1163,0,0,5,32,0,4.4
Leroy Fer,Swansea,2405,6,2,4,95,5,4.8
Luciano Narsingh,Swansea,416,0,3,1,25,0,5.1
Lukasz Fabianski,Swansea,3330,0,0,8,116,8,4.8
Martin Olsson,Swansea,1252,2,0,4,52,3,4.1
Mike van der Hoorn,Swansea,662,1,0,1,16,0,4.3
Modou Barrow,Swansea,1145,0,2,4,34,0,5.0
Nathan Dyer,Swansea,214,0,1,0,12,0,4.7
Neil Taylor,Swansea,920,0,1,2,22,0,4.1
Oliver McBurnie,Swansea,82,0,0,0,5,0,4.5
Stephen Kingsley,Swansea,1036,0,0,3,29,2,3.9
Wayne Routledge,Swansea,1917,3,2,5,74,2,4.5
Tom Carroll,"Swansea,Tottenham",1389,1,2,5,52,4,4.1
Ben Davies,Tottenham,1739,1,3,8,90,5,5.0
Cameron Carter-Vickers,Tottenham,0,0,0,0,0,0,4.3
Christian Eriksen,Tottenham,3159,8,20,16,218,30,8.9
Danny Rose,Tottenham,1530,2,3,8,84,6,5.8
Dele Alli,Tottenham,3036,18,11,17,225,17,9.1
Eric Dier,Tottenham,3043,2,0,16,93,4,5.0
Erik Lamela,Tottenham,595,1,1,4,28,4,6.6
Filip Lesniak,Tottenham,5,0,1,0,4,0,4.5
Georges-Kévin Nkoudou,Tottenham,54,0,0,0,8,0,6.8
Harry Kane,Tottenham,2523,29,7,14,224,33,11.9
Harry Winks,Tottenham,494,1,1,0,30,0,4.5
Hugo Lloris,Tottenham,3004,0,0,15,143,6,5.5
Jan Vertonghen,Tottenham,2894,0,0,15,126,8,5.8
Josh Onomah,Tottenham,22,0,0,0,5,0,4.2
Kevin Wimmer,Tottenham,357,0,0,0,2,0,4.5
Kieran Trippier,Tottenham,568,0,5,3,51,7,4.7
Kyle Walker,Tottenham,2701,0,6,14,142,18,6.2
Luke McGee,Tottenham,0,0,0,0,0,0,3.9
Michel Vorm,Tottenham,416,0,0,2,17,0,4.8
Mousa Dembélé,Tottenham,2056,1,2,11,76,6,5.4
Moussa Sissoko,Tottenham,909,0,3,4,43,0,6.6
Pau López,Tottenham,0,0,0,0,0,0,4.9
Samuel Shashoua,Tottenham,0,0,0,0,0,0,4.5
Son Heung-Min,Tottenham,2063,14,9,10,174,13,7.2
Toby Alderweireld,Tottenham,2601,1,0,14,120,4,6.4
Victor Wanyama,Tottenham,3012,4,2,12,103,7,4.8
Vincent Janssen,Tottenham,845,2,3,3,55,3,7.5
Ryan Mason,"Tottenham,Hull",927,1,0,0,26,0,4.6
Abdoulaye Doucouré,Watford,1352,1,0,4,38,0,4.6
Adrian Mariappa,Watford,562,0,0,1,15,3,4.0
Andrew Eleftheriou,Watford,52,0,0,0,0,0,4.0
Ben Watson,Watford,54,0,0,0,1,0,4.2
Brandon Mason,Watford,113,0,0,0,1,0,3.9
Carl Stewart,Watford,0,0,0,0,0,0,4.5
Charlie Rowan,Watford,0,0,0,0,0,0,4.0
Christian Kabasele,Watford,771,2,0,1,35,1,4.8
Costel Pantilimon,Watford,83,0,0,0,2,0,4.2
Craig Cathcart,Watford,1162,0,1,2,31,3,4.3
Daryl Janmaat,Watford,1614,2,1,2,50,0,4.5
Dion Pereira,Watford,25,0,0,0,2,0,4.5
Etienne Capoue,Watford,3204,7,2,7,131,14,4.5
Giedrius Arlauskis,Watford,0,0,0,0,0,0,4.0
Heurelho Gomes,Watford,3337,0,0,7,113,6,4.9
Ikechi Anya,Watford,10,0,0,0,1,0,4.5
Isaac Success,Watford,519,1,1,1,28,0,5.7
Jerome Sinclair,Watford,116,0,0,0,6,0,4.8
José Holebas,Watford,2905,2,4,7,87,9,4.6
Juan Zuñiga,Watford,823,1,1,1,38,2,4.1
Matej Vydra,Watford,3,0,0,0,1,0,4.5
Mauro Zárate,Watford,204,0,1,0,8,0,5.2
M'Baye Niang,Watford,1246,2,2,3,49,6,5.8
Michael Folivi,Watford,10,0,0,0,1,0,4.5
Miguel Britos,Watford,2280,1,2,6,71,8,4.2
Nordin Amrabat,Watford,2091,0,3,4,65,5,5.0
Odion Ighalo,Watford,1291,1,1,2,39,2,6.8
Rene Gilmartin,Watford,0,0,0,0,0,0,4.0
Roberto Pereyra,Watford,1036,2,3,3,43,2,5.8
Sebastian Prödl,Watford,2770,1,2,5,67,3,4.3
Stefano Okaka,Watford,959,4,0,2,43,3,5.1
Tommie Hoban,Watford,0,0,0,0,0,0,4.0
Troy Deeney,Watford,2944,10,4,6,130,18,6.6
Valon Behrami,Watford,2030,0,0,5,48,0,4.5
Kenedy,"Watford,Chelsea",90,0,0,0,3,0,5.1
Adlène Guédioura,"Watford,Middlesbrough",861,0,1,0,26,0,4.2
Allan Nyom,"Watford,West Bromwich Albion",2638,0,2,5,74,6,4.4
Alex Palmer,West Bromwich Albion,0,0,0,0,0,0,4.0
Ben Foster,West Bromwich Albion,3420,0,0,6,113,4,4.7
Boaz Myhill,West Bromwich Albion,0,0,0,0,0,0,4.1
Chris Brunt,West Bromwich Albion,2477,3,4,4,99,11,4.8
Claudio Yacob,West Bromwich Albion,2418,0,0,4,54,0,4.3
Craig Dawson,West Bromwich Albion,3276,4,0,6,102,6,4.9
Craig Gardner,West Bromwich Albion,218,0,1,1,14,0,5.1
Darren Fletcher,West Bromwich Albion,3231,2,3,8,103,2,4.4
Gareth McAuley,West Bromwich Albion,3140,6,1,7,131,14,5.0
Hal Robson-Kanu,West Bromwich Albion,701,3,2,1,52,3,5.0
Jack Rose,West Bromwich Albion,0,0,0,0,0,0,4.0
James McClean,West Bromwich Albion,1477,1,3,2,52,1,4.8
James Morrison,West Bromwich Albion,1741,5,2,4,84,4,4.3
Jonas Olsson,West Bromwich Albion,590,0,0,1,8,0,4.2
Jonathan Leko,West Bromwich Albion,118,0,1,0,12,0,4.1
Jonny Evans,West Bromwich Albion,2637,2,1,4,79,7,4.4
Kane Wilson,West Bromwich Albion,0,0,0,0,0,0,4.0
Matt Phillips,West Bromwich Albion,2181,4,9,6,115,12,5.3
Nacer Chadli,West Bromwich Albion,2135,5,6,6,110,8,5.8
Rekeem Harper,West Bromwich Albion,0,0,0,0,0,0,4.5
Rickie Lambert,West Bromwich Albion,13,0,0,0,1,0,5.4
Salomón Rondón,West Bromwich Albion,2892,8,3,6,118,10,6.3
Sam Field,West Bromwich Albion,275,0,0,1,9,0,4.3
Marc Wilson,"West Bromwich Albion,Bournemouth",1361,6,1,6,63,2,6.0
Saido Berahino,"West Bromwich Albion,Stoke",963,0,0,4,26,0,6.0
Álvaro Arbeloa,West Ham,258,0,0,0,0,0,4.5
Aaron Cresswell,West Ham,2115,0,2,5,60,1,5.1
Adrián,West Ham,1440,0,0,6,64,6,4.6
Alex Pike,West Ham,0,0,0,0,0,0,4.0
André Ayew,West Ham,1439,6,3,6,89,5,7.1
Andy Carroll,West Ham,1312,7,2,3,69,6,5.9
Angelo Ogbonna,West Ham,1755,0,0,4,45,2,4.7
Arthur Masuaku,West Ham,972,0,1,3,34,7,4.7
Ashley Fletcher,West Ham,367,0,0,0,16,0,5.0
Cheikhou Kouyaté,West Ham,2723,1,1,9,79,3,5.0
Daniel Kemp,West Ham,0,0,0,0,0,0,4.5
Darren Randolph,West Ham,1980,0,0,4,69,5,4.4
Declan Rice,West Ham,1,0,0,0,1,0,4.5
Diafra Sakho,West Ham,181,1,0,0,12,2,5.7
Dimitri Payet,West Ham,1513,2,8,4,81,10,9.0
Domingos Quina,West Ham,0,0,0,0,0,0,4.5
Edimilson Fernandes,West Ham,1002,0,1,3,38,0,4.7
Gökhan Töre,West Ham,240,0,1,1,10,0,5.3
Håvard Nordtveit,West Ham,957,0,1,3,31,0,4.7
James Collins,West Ham,1655,2,0,6,69,7,4.2
Jonathan Calleri,West Ham,540,1,0,3,23,0,6.6
Manuel Lanzini,West Ham,2708,8,3,9,133,20,5.9
Marcus Browne,West Ham,0,0,0,0,0,0,4.5
Mark Noble,West Ham,2389,3,0,8,71,5,6.2
Michail Antonio,West Ham,2433,9,8,7,132,8,6.7
Moses Makasi,West Ham,0,0,0,0,0,0,4.5
Nathan Holland,West Ham,0,0,0,0,0,0,4.5
Pedro Obiang,West Ham,1763,1,2,4,55,6,4.3
Raphael Spiegel,West Ham,0,0,0,0,0,0,4.0
Reece Burke,West Ham,0,0,0,0,0,0,4.0
Reece Oxford,West Ham,0,0,0,0,0,0,4.2
Sam Byram,West Ham,1249,0,1,3,29,2,4.2
Simone Zaza,West Ham,459,0,0,2,10,0,6.0
Sofiane Feghouli,West Ham,1042,3,3,1,55,4,5.0
Winston Reid,West Ham,2587,2,3,9,102,16,4.9
Enner Valencia,"West Ham,Everton",927,3,3,2,54,3,5.2
