player,team,position,minutes,goals,assits,cs,points,bonus,price
Puncheon,CRY,MID,574,0,0,0,11,0,4.4
P�rez,ARS,FWD,0,0,0,0,0,0,7.4
P�rez,NEW,FWD,2486,8,6,8,124,15,5.5
Quaner,HUD,FWD,1268,0,4,3,44,0,4.5
Quina,WHU,MID,0,0,0,0,0,0,4.4
Rakip,CRY,MID,0,0,0,0,0,0,4.8
Ramsdale,BOU,GKP,0,0,0,0,0,0,4
Ramsey,ARS,MID,1844,7,10,9,130,12,6.8
Randolph,WHU,GKP,0,0,0,0,0,0,4.5
Rangel,SWA,DEF,154,0,0,0,4,0,3.9
Rashford,MUN,FWD,1799,7,5,10,104,11,7.3
Redmond,SOU,MID,1938,1,3,7,72,3,5.9
Reid,WHU,DEF,1452,0,0,5,42,3,4.8
Rice,WHU,DEF,1421,0,0,3,41,0,4.4
Richarlison,WAT,MID,2817,5,8,8,125,4,5.8
Riedewald,CRY,DEF,435,0,0,2,23,0,4.6
Ritchie,NEW,MID,2802,3,7,9,116,10,5.4
Roberts,SWA,DEF,267,0,0,0,7,0,4
Robertson,LIV,DEF,1940,1,5,10,111,12,5
Robinson,BUR,GKP,0,0,0,0,0,0,4.5
Robles,EVE,GKP,0,0,0,0,0,0,4.2
Robson-Kanu,WBA,FWD,816,2,0,4,32,1,4.9
Rodon,SWA,DEF,0,0,0,0,0,0,4
Rodriguez,WBA,FWD,2807,7,1,10,109,11,5.4
Rojo,MUN,DEF,639,0,0,3,23,4,5.4
Romero,MUN,GKP,90,0,0,1,7,0,4.7
Rond�n,WBA,FWD,2765,7,3,6,103,5,6
Rooney,EVE,FWD,2265,10,3,7,113,20,7.1
Rose,TOT,DEF,800,0,2,2,24,0,6.4
Rosenior,BHA,DEF,163,0,0,0,3,0,3.9
Routledge,SWA,MID,420,0,0,1,17,0,5.1
Ryan,BHA,GKP,3420,0,0,10,146,13,4.6
R�diger,CHE,DEF,2336,2,1,12,115,8,5.8
Sabiri,HUD,MID,217,0,1,1,10,0,4.7
Saivet,NEW,MID,83,1,0,0,8,1,4.4
Sakho,CRY,DEF,1597,1,2,6,81,18,4.6
Sakho,WHU,FWD,294,2,1,0,24,1,5.5
Sako,CRY,MID,466,3,0,1,36,1,4.8
Salah,LIV,MID,2905,32,12,15,303,26,10.6
Sanches,SWA,MID,699,0,0,2,20,0,4.3
Sandro,EVE,FWD,275,0,0,1,10,0,7
San�,MCI,MID,2415,10,15,12,179,17,8.7
Scannell,HUD,MID,0,0,0,0,0,0,4.5
Schelotto,BHA,DEF,1313,0,0,0,20,0,4.4
Schindler,HUD,DEF,3264,0,2,9,102,15,4.6
Schlupp,CRY,DEF,1742,0,2,3,50,0,4.7
Schmeichel,LEI,GKP,2965,0,0,8,123,17,5.1
Schneiderlin,EVE,MID,2124,0,0,6,52,1,4.7
Scott,CHE,MID,0,0,0,0,0,0,4.3
Shaqiri,STK,MID,3039,8,9,6,155,19,6.1
Shaw,MUN,DEF,787,0,0,7,48,4,4.8
Shawcross,STK,DEF,2371,1,1,5,67,2,4.8
Shelvey,NEW,MID,2264,1,4,6,73,4,5.2
Sheyi Ojo,LIV,MID,0,0,0,0,0,0,5
Sidwell,BHA,MID,0,0,0,0,0,0,4.2
Sigurdsson,EVE,MID,2257,4,4,6,96,8,8
Silva,LEI,MID,760,0,2,1,23,0,5.9
Simpson,BOU,DEF,71,0,0,0,1,0,4
Simpson,LEI,DEF,2306,0,0,5,55,0,4.3
Sims,SOU,MID,160,0,0,1,8,0,4.3
Sinclair,WAT,FWD,29,0,0,0,4,0,4.9
Sissoko,TOT,MID,1385,1,1,7,58,0,5.3
Skalak,BHA,MID,0,0,0,0,0,0,4.7
Slimani,NEW,FWD,369,1,1,1,25,1,6.6
Smalling,MUN,DEF,2535,4,0,11,123,9,5.7
Smith,HUD,DEF,1902,0,1,5,50,2,4.7
Snodgrass,WHU,MID,0,0,0,0,0,0,5.8
Sobhi,STK,MID,1227,2,1,2,51,2,4.5
Solanke,LIV,FWD,581,1,2,3,38,2,4.6
Son,TOT,MID,2292,12,8,14,178,16,8.3
Sorenson,STK,MID,75,0,1,0,5,0,4.5
Souar�,CRY,DEF,8,0,0,0,1,0,4.5
Souttar,STK,DEF,0,0,0,0,0,0,4
Speroni,CRY,GKP,990,0,0,2,36,3,4
Stafylidis,STK,DEF,334,0,0,0,6,0,4.3
Stanislas,BOU,MID,1285,5,3,2,75,7,5.7
Stankovic,HUD,DEF,0,0,0,0,0,0,3.9
Stekelenburg,EVE,GKP,0,0,0,0,0,0,4.2
Stephens,BHA,MID,3240,0,3,10,87,2,4.5
Stephens,SOU,DEF,1980,2,0,5,58,2,4.5
Sterling,CHE,DEF,0,0,0,0,0,0,4.5
Sterling,MCI,MID,2584,18,17,13,229,19,9.1
Sterling,TOT,FWD,0,0,0,0,0,0,4.5
Steve Cook,BOU,DEF,2764,2,1,5,83,9,4.6
Stewart,WAT,MID,0,0,0,0,0,0,4.5
Stones,MCI,DEF,1301,0,0,9,70,5,5.3
Sturridge,WBA,FWD,541,2,1,3,32,0,7.9
Success,WAT,MID,0,0,0,0,0,0,5.3
Surman,BOU,MID,1851,2,5,5,82,9,4.3
Suttner,BHA,DEF,1178,0,0,4,38,3,4.2
S�nchez,MUN,MID,2546,9,10,11,152,13,11.4
S�nchez,TOT,DEF,2532,0,0,13,107,8,6
S�rloth,CRY,FWD,360,0,0,0,8,0,5.4
Tadic,SOU,MID,2791,6,3,10,122,10,6.2
Targett,SOU,DEF,166,0,0,0,2,0,4.3
Tarkowski,BUR,DEF,2790,0,1,11,101,4,4.6
Taylor,BOU,MID,0,0,0,0,0,0,4.5
Taylor,BUR,DEF,949,0,0,2,23,0,4.2
Taylor,SOU,GKP,0,0,0,0,0,0,4
Thomas,LEI,MID,0,0,0,0,0,0,4.5
Tomkins,CRY,DEF,2386,3,0,9,99,9,4.4
Tomori,CHE,DEF,0,0,0,0,0,0,4.5
Tosun,EVE,FWD,984,5,0,4,55,9,6.7
Townsend,CRY,MID,3120,2,9,9,121,7,5.6
Trippier,TOT,DEF,1912,0,7,9,113,18,5.2
Trott,WHU,GKP,0,0,0,0,0,0,4
Tuanzebe,MUN,DEF,1,0,0,0,1,0,3.9
Tulloch,WBA,FWD,0,0,0,0,0,0,4.5
Tymon,STK,DEF,162,0,0,0,0,0,4.4
Ulloa,BHA,FWD,279,1,0,1,20,0,4.8
Ulvestad,BUR,MID,0,0,0,0,0,0,4.4
Valencia,MUN,DEF,2741,3,1,16,146,13,6.9
Valencia,WHU,FWD,0,0,0,0,0,0,5
van Aanholt,CRY,DEF,2182,5,1,6,95,7,5.2
van der Hoorn,SWA,DEF,1944,1,0,8,74,4,4.4
van Dijk,LIV,DEF,2253,0,0,8,78,5,5.7
van La Parra,HUD,MID,2131,3,0,6,74,3,4.4
Vardy,LEI,FWD,3248,20,2,8,183,28,8.8
Vertonghen,TOT,DEF,3203,0,1,16,138,13,6.1
Vlasic,EVE,MID,572,0,0,1,18,0,5.3
Vokes,BUR,FWD,977,4,2,2,63,7,5.7
Vorm,TOT,GKP,90,0,0,0,3,0,4.8
Wagu�,WAT,DEF,438,1,0,1,19,0,4.5
Walcott,EVE,MID,1214,3,3,4,62,3,6.6
Walker,MCI,DEF,2784,0,6,15,138,8,6.6
Walker-Peters,TOT,DEF,188,0,2,1,13,0,4
Walters,BUR,MID,36,0,0,0,3,0,5.1
Wan-Bissaka,CRY,MID,627,0,0,2,15,0,4.5
Wanyama,TOT,MID,837,1,0,2,32,1,4.8
Ward,BUR,DEF,2460,1,1,9,102,9,4.8
Ward,CRY,DEF,1613,0,1,4,41,0,4.7
Ward,LIV,GKP,0,0,0,0,0,0,4.4
Ward-Prowse,SOU,MID,1708,3,5,2,84,8,4.9
Watson,WAT,MID,455,0,0,0,12,0,4.3
Welbeck,ARS,FWD,1178,5,2,4,70,6,7.3
Wells,BUR,FWD,46,0,0,0,9,0,4.9
Westwood,BUR,MID,1105,0,1,2,35,1,4.3
Whelan,STK,MID,0,0,0,0,0,0,4.5
Whitehead,HUD,MID,68,0,0,0,4,0,4.2
Whiteman,TOT,GKP,0,0,0,0,0,0,4
Wickham,CRY,FWD,0,0,0,0,0,0,5.4
Wijnaldum,LIV,MID,2381,1,2,15,85,1,6.6
Williams,EVE,DEF,1830,1,0,5,56,3,5.2
Williams,HUD,MID,1115,0,0,0,28,0,4.8
Willian,CHE,MID,1874,6,8,9,130,13,7
Willock,ARS,MID,81,0,0,0,3,0,4.5
Wilshere,ARS,MID,1185,1,3,4,46,2,5
Wilson,BOU,FWD,1981,8,2,6,102,13,5.6
Wilson,WBA,DEF,0,0,0,0,0,0,4
Wimmer,STK,DEF,1321,0,0,1,19,1,4
Winks,TOT,MID,768,0,1,4,31,0,4.8
Wood,BUR,FWD,1621,10,1,10,104,20,6.2
Woodburn,LIV,MID,6,0,0,0,1,0,4.2
Woodman,NEW,GKP,0,0,0,0,0,0,4
Xhaka,ARS,MID,3259,1,8,12,109,3,5.1
Yacob,WBA,MID,898,0,0,3,23,0,4.3
Yaya Tour�,MCI,MID,227,0,2,0,16,0,6
Yedlin,NEW,DEF,2842,0,2,7,88,5,4.5
Yoshida,SOU,DEF,2049,2,1,6,76,6,4.6
Young,MUN,MID,2444,2,6,9,98,11,4.8
Zabaleta,WHU,DEF,3289,0,1,10,90,6,4.9
Zaha,CRY,MID,2549,9,7,10,136,8,7.1
Zanka,HUD,DEF,3420,0,3,10,107,9,4.5
Zappacosta,CHE,DEF,1087,1,1,5,58,1,5.9
Zeegelaar,WAT,DEF,993,0,2,2,28,5,4
Zinchenko,MCI,MID,530,0,0,3,16,0,5
Zouma,STK,DEF,2887,1,0,7,87,5,5.4
Z�rate,WAT,FWD,0,0,0,0,0,0,5.4
�zil,ARS,MID,2161,4,9,8,112,11,9.3
