player,team,position,minutes,goals,assits,cs,points,bonus,price
Leiva Lucas,Liverpool,MID,1313,0,0,7,37,0,4.3
Leo Chambers,West Ham,DEF,0,0,0,0,0,0,3.9
Leon Britton,Swansea,MID,534,0,0,1,15,0,4.4
Leon Osman,Everton,MID,1279,2,2,4,58,4,5
Leonardo Ulloa,Leicester,FWD,2398,11,4,9,130,14,5
Leroy Fer,QPR,MID,2362,6,4,5,113,14,5.2
Lewis Baker,Chelsea,MID,0,0,0,0,0,0,4.8
Lewis Holtby,Spurs,MID,30,0,0,0,1,0,5.8
Lewis Kinsella,Aston Villa,DEF,0,0,0,0,0,0,4
Liam Agnew,Sunderland,MID,0,0,0,0,0,0,4.3
Liam Bridcutt,Sunderland,MID,911,0,2,2,22,0,4.2
Liam Moore,Leicester,DEF,937,0,0,1,13,0,3.9
Liam O'Neil,West Brom,DEF,0,0,0,0,0,0,3.9
Liam Rosenior,Hull,DEF,581,0,2,1,26,0,4.1
Liam Shephard,Swansea,DEF,0,0,0,0,0,0,4
Libor Koz�k,Aston Villa,FWD,0,0,0,0,0,0,5.9
Lloyd Isgrove,Southampton,MID,9,0,0,0,1,0,4.2
Lo�c Remy,Chelsea,FWD,853,7,0,1,64,7,6.9
Lubomir Satka,Newcastle,DEF,0,0,0,0,0,0,3.9
Lucas Piazon,Chelsea,MID,0,0,0,0,0,0,5
Luis Nani,Man Utd,MID,45,0,0,0,1,0,7
Lukas Jutkiewicz,Burnley,FWD,981,0,3,3,43,0,4.4
Lukas Podolski,Arsenal,FWD,106,0,0,0,7,0,7.2
Lukasz Fabianski,Swansea,GKP,3307,0,0,13,151,9,5.3
Luke Daniels,West Brom,GKP,0,0,0,0,0,0,4
Luke Garbutt,Everton,DEF,287,0,0,0,3,0,3.9
Luke Shaw,Man Utd,DEF,1121,0,0,2,34,4,5.7
Mamadou Sakho,Liverpool,DEF,1419,0,0,7,60,10,5.1
Mame Biram Diouf,Stoke,FWD,2434,12,3,6,128,18,6.1
Mapou Yanga-Mbiwa,Newcastle,DEF,0,0,0,0,0,0,4.4
Marc Albrighton,Leicester,MID,1031,2,4,6,60,8,4.3
Marc Muniesa,Stoke,DEF,1389,0,0,7,59,5,4.2
Marc Wilson,Stoke,DEF,2122,0,0,5,63,8,4.3
Marcin Wasilewski,Leicester,DEF,1989,1,2,7,72,3,3.9
Marco van Ginkel,Chelsea,MID,0,0,0,0,0,0,5.9
Marcos Rojo,Man Utd,DEF,1762,0,0,7,64,5,5.7
Mario Balotelli,Liverpool,FWD,939,1,2,4,32,1,9.2
Mark Noble,West Ham,MID,2302,2,5,7,89,12,5.3
Mark Schwarzer,Leicester,GKP,540,0,0,1,19,2,4.5
Marko Arnautovic,Stoke,MID,1918,1,7,6,84,5,6.2
Marnick Vermijl,Man Utd,DEF,0,0,0,0,0,0,4
Marouane Chamakh,Crystal Palace,FWD,1149,2,2,2,45,4,5.2
Marouane Fellaini,Man Utd,MID,1831,6,2,6,89,10,6.4
Martin Kelly,Crystal Palace,DEF,2498,0,1,4,65,1,4.4
Martin Skrtel,Liverpool,DEF,2970,1,0,12,124,25,5.9
Mart�n Demichelis,Man City,DEF,2562,1,0,9,84,1,5.9
Marvin Emnes,Swansea,FWD,514,0,1,0,21,0,4.9
Marvin Sordell,Burnley,FWD,289,0,0,2,14,0,4.6
Massadio Haidara,Newcastle,DEF,1101,0,1,4,44,4,4.1
Mathieu Debuchy,Arsenal,DEF,805,1,1,0,23,0,5.2
Mathieu Flamini,Arsenal,MID,1461,1,2,4,51,0,4.8
Matija Nastasic,Man City,DEF,0,0,0,0,0,0,5.1
Matt Grimes,Swansea,MID,44,0,0,0,3,0,4.9
Matt Targett,Southampton,DEF,226,0,0,0,7,0,3.9
Matthew Gilks,Burnley,GKP,0,0,0,0,0,0,3.9
Matthew James,Leicester,MID,1895,0,1,5,49,0,4.4
Matthew Jarvis,West Ham,MID,416,0,0,1,14,0,5.2
Matthew Lowton,Aston Villa,DEF,756,0,1,2,26,0,4
Matthew Macey,Arsenal,GKP,0,0,0,0,0,0,4
Matthew Phillips,QPR,MID,1821,3,8,2,89,7,4.6
Matthew Taylor,Burnley,MID,565,0,1,3,21,0,4.7
Matthew Upson,Leicester,DEF,373,0,0,1,6,0,3.9
Mauricio Isla,QPR,DEF,2131,0,2,5,64,11,4.6
Mauro Z�rate,QPR,FWD,487,2,1,1,27,3,6.1
Maya Yoshida,Southampton,DEF,1692,1,1,6,73,10,4.1
Maynor Figueroa,Hull,DEF,209,0,0,0,4,0,4.1
Mehdi Abeid,Newcastle,MID,664,0,0,3,22,0,4.3
Mesut �zil,Arsenal,MID,1857,4,6,9,103,13,9
Micah Richards,Man City,DEF,0,0,0,0,0,0,4.9
Michael Carrick,Man Utd,MID,1457,1,2,7,57,6,5.4
Michael Dawson,Hull,DEF,2432,1,0,7,71,3,4.6
Michael Doughty,QPR,MID,54,0,0,0,3,0,4.5
Michael Duff,Burnley,DEF,1807,0,0,8,62,4,3.9
Michael Keane,Burnley,DEF,1645,0,1,2,40,0,4.2
Michael Kightly,Burnley,MID,948,1,2,0,33,0,4.5
Michael Petrasso,QPR,MID,0,0,0,0,0,0,4.5
Michael Williamson,Newcastle,DEF,2419,1,1,5,58,2,4.3
Michel Vorm,Spurs,GKP,357,0,0,1,14,1,4.7
Miguel Michu,Swansea,MID,0,0,0,0,0,0,7.5
Mikael Mandron,Sunderland,FWD,5,0,0,0,1,0,4.3
Mikel Arteta,Arsenal,MID,447,0,1,3,19,2,5.2
Mile Jedinak,Crystal Palace,MID,2077,5,3,5,86,6,5
Milos Veljkovic,Spurs,DEF,0,0,0,0,0,0,3.9
Mitchell Beeney,Chelsea,GKP,0,0,0,0,0,0,4
Modibo Diakit�,Sunderland,DEF,0,0,0,0,0,0,4
Modibo Maiga,West Ham,FWD,0,0,0,0,0,0,4.9
Modou Barrow,Swansea,FWD,289,0,2,1,17,0,4.4
Mohamed Diam�,Hull,MID,934,4,0,2,48,4,5.1
Mohamed Salah,Chelsea,MID,33,0,0,0,3,0,6
Morgan Amalfitano,West Ham,MID,1184,3,1,5,54,0,4.9
Morgan Schneiderlin,Southampton,MID,2186,4,2,11,90,12,5.5
Mousa Demb�l�,Spurs,MID,1146,1,2,2,49,2,5
Moussa Sissoko,Newcastle,MID,3029,4,3,8,103,11,5.8
Muhamed Besic,Everton,MID,1284,0,0,3,29,0,4.5
Nabil Bentaleb,Spurs,MID,2193,0,2,5,55,3,4.3
Nacer Chadli,Spurs,MID,2407,11,6,7,160,20,6.2
Nacho Monreal,Arsenal,DEF,2311,0,2,9,92,6,4.9
Nathan Ak�,Chelsea,DEF,18,0,0,0,1,0,4.3
Nathan Baker,Aston Villa,DEF,764,0,0,3,29,3,4.3
Nathan Dyer,Swansea,MID,1862,3,2,8,85,5,5.2
Nathaniel Chalobah,Chelsea,MID,69,0,0,0,3,0,4.3
Nathaniel Clyne,Southampton,DEF,3146,2,2,13,142,15,5.9
Nedum Onuoha,QPR,DEF,1925,0,1,1,28,0,4.3
Neil Taylor,Swansea,DEF,2998,0,3,13,109,4,4.8
Nemanja Matic,Chelsea,MID,3122,1,3,16,90,3,5.5
Nick Powell,Man Utd,MID,43,0,0,0,3,0,4.4
Nick Proschwitz,Hull,FWD,0,0,0,0,0,0,4.5
Nikica Jelavic,Hull,FWD,1805,8,1,8,84,6,5.6
Niko Kranjcar,QPR,MID,1120,2,1,1,49,4,4.3
N�lson Miguel Castro Oliveira,Swansea,FWD,389,1,1,0,21,0,5.5
Oliver Shenton,Stoke,MID,1,0,0,0,1,0,4.4
Olivier Giroud,Arsenal,FWD,1861,14,3,10,120,16,8.7
Olivier Kemen,Newcastle,MID,0,0,0,0,0,0,4.5
Oluwaseyi Ojo,Liverpool,MID,0,0,0,0,0,0,5
Oscar dos Santos Emboaba Junior,Chelsea,MID,2021,6,8,14,126,12,7.9
Oussama Assaidi,Liverpool,MID,231,0,1,0,13,0,4.8
Owen Garvan,Crystal Palace,MID,0,0,0,0,0,0,4.5
Pablo Hern�ndez,Swansea,MID,0,0,0,0,0,0,6
Pablo Osvaldo,Southampton,FWD,0,0,0,0,0,0,7
Pablo Zabaleta,Man City,DEF,2585,1,4,11,106,8,6.4
Pape Souar�,Crystal Palace,DEF,605,0,0,1,15,0,4.3
Papiss Demba Ciss�,Newcastle,FWD,1158,11,1,3,97,20,5.2
Patrice Evra,Man Utd,DEF,0,0,0,0,0,0,5.5
Patrick McCarthy,Crystal Palace,DEF,0,0,0,0,0,0,3.9
Patrick McNair,Man Utd,DEF,1028,0,0,2,34,3,4.4
Patrick van Aanholt,Sunderland,DEF,2307,0,5,7,84,7,4.1
Paul Dummett,Newcastle,DEF,2107,0,0,6,58,3,4.1
Paul Konchesky,Leicester,DEF,2244,1,1,5,62,5,4.4
Paul McShane,Hull,DEF,1694,1,0,5,57,1,3.9
Paulo Gazzaniga,Southampton,GKP,180,0,0,0,4,0,4.3
Per Mertesacker,Arsenal,DEF,3150,0,1,12,121,12,6.1
Peter Crouch,Stoke,FWD,1685,8,3,4,101,14,5.6
Peter Odemwingie,Stoke,MID,194,0,0,0,8,0,6.1
Petr Cech,Chelsea,GKP,607,0,0,5,38,0,5.4
Phil Bardsley,Stoke,DEF,2082,0,2,5,66,7,4.9
Phil Jagielka,Everton,DEF,3285,4,0,10,142,21,5.8
Phil Jones,Man Utd,DEF,1876,0,1,6,73,9,5
Philipp Wollscheid,Stoke,DEF,1006,0,0,2,26,3,4.2
Philippe Coutinho,Liverpool,MID,2792,5,7,11,134,15,7.9
Philippe Senderos,Aston Villa,DEF,633,0,0,3,22,0,4.3
Radamel Falcao Garcia,Man Utd,FWD,1288,4,5,5,76,7,10.3
Rafael Pereira da Silva,Man Utd,DEF,592,0,1,1,21,3,5.1
Raheem Hanley,Swansea,DEF,0,0,0,0,0,0,4
Raheem Sterling,Liverpool,MID,3047,7,10,13,158,16,8.3
Ramires Santos do Nascimento,Chelsea,MID,1107,2,4,4,55,1,5.3
Ravel Morrison,West Ham,MID,34,0,0,0,1,0,4.8
Reece Burke,West Ham,DEF,415,0,0,2,19,2,4
Reece Grego-Cox,QPR,MID,144,0,0,0,5,0,4.3
Reece James,Man Utd,DEF,0,0,0,0,0,0,4.3
Reece Oxford,West Ham,DEF,0,0,0,0,0,0,4
Remie Streete,Newcastle,DEF,0,0,0,0,0,0,4
Ricardo Vaz Te,West Ham,FWD,223,0,0,1,6,0,4.1
Ricardo �lvarez,Sunderland,MID,497,0,0,2,16,0,5.7
Riccardo Calder,Aston Villa,MID,0,0,0,0,0,0,4.5
Richard Dunne,QPR,DEF,1870,0,0,5,41,2,4.2
Rickie Lambert,Liverpool,FWD,839,2,4,2,50,0,6.8
Rio Ferdinand,QPR,DEF,990,0,0,2,19,1,4.2
Ritchie de Laet,Leicester,DEF,1883,0,1,3,44,1,4.3
Riyad Mahrez,Leicester,MID,2079,4,5,6,102,9,4.9
Robbie Brady,Hull,MID,1762,0,2,6,59,5,4.4
Robert Elliot,Newcastle,GKP,225,0,0,0,5,0,4
Robert Green,QPR,GKP,3183,0,0,6,114,7,4.5
Robert Huth,Leicester,DEF,1182,1,0,6,55,4,4.7
Robert Snodgrass,Hull,MID,39,0,0,0,1,0,5.6
Roberto Soldado,Spurs,FWD,804,1,1,1,36,2,7.6
Robin van Persie,Man Utd,FWD,2108,10,2,9,105,14,12
Rolando Aarons,Newcastle,MID,132,1,1,1,13,0,4.7
Romelu Lukaku,Everton,FWD,2872,10,6,9,135,12,8.7
Ron Vlaar,Aston Villa,DEF,1647,0,1,6,56,7,4.3
Rory Donnelly,Swansea,FWD,0,0,0,0,0,0,4.4
Rory Watson,Hull,GKP,0,0,0,0,0,0,4
Ross Barkley,Everton,MID,1961,2,3,7,75,3,6.6
Ross Wallace,Burnley,MID,241,1,0,0,19,1,4.2
Ruben Loftus-Cheek,Chelsea,MID,132,0,0,0,4,0,5
Rushian Hepburn-Murphy,Aston Villa,FWD,8,0,0,0,1,0,4.4
Russell Griffiths,Everton,GKP,0,0,0,0,0,0,4
Ryan Bertrand,Southampton,DEF,3053,2,3,13,140,13,5.8
Ryan Fredericks,Spurs,DEF,0,0,0,0,0,0,4
Ryan Huddart,Arsenal,GKP,0,0,0,0,0,0,4
Ryan Inniss,Crystal Palace,DEF,0,0,0,0,0,0,3.9
Ryan Ledson,Everton,MID,0,0,0,0,0,0,4.3
Ryan Mason,Spurs,MID,2313,1,4,7,75,4,4.5
Ryan Seager,Southampton,FWD,1,0,0,0,1,0,4.5
Ryan Shawcross,Stoke,DEF,2831,2,1,6,92,8,5.3
Ryan Shotton,Stoke,DEF,0,0,0,0,0,0,4
Ryan Taylor,Newcastle,DEF,906,0,1,1,23,3,4.4
Ryo Miyaichi,Arsenal,MID,0,0,0,0,0,0,4.5
R�my Cabella,Newcastle,MID,1943,1,3,5,71,3,7
Sadio Man�,Southampton,MID,2132,11,4,7,137,15,6.3
Saido Berahino,West Brom,FWD,2925,14,1,13,148,21,5.6
Sam Gallagher,Southampton,FWD,0,0,0,0,0,0,4.7
Sam McQueen,Southampton,MID,0,0,0,0,0,0,4.5
Sam Vokes,Burnley,FWD,567,0,0,2,19,0,5.3
Samir Carruthers,Aston Villa,MID,0,0,0,0,0,0,4.5
Samir Nasri,Man City,MID,1570,2,6,7,78,6,8
Sammy Ameobi,Newcastle,MID,1419,2,3,9,64,0,4.2
Samuel Eto'o,Everton,FWD,787,3,1,1,39,3,5.2
Sandro Ranieri Guimaraes Cordeiro,QPR,MID,1210,1,0,4,33,0,4.8
Santiago Cazorla,Arsenal,MID,2990,7,11,12,168,23,8.4
Santiago Vergini,Sunderland,DEF,2620,0,0,11,95,12,4.5
Saphir Ta�der,Southampton,MID,0,0,0,0,0,0,5.4
Scott Arfield,Burnley,MID,3202,2,2,9,91,2,4.7
Scott Dann,Crystal Palace,DEF,2920,2,4,6,105,7,4.9
Scott Sinclair,Aston Villa,MID,468,1,0,1,22,1,4.9
Seamus Coleman,Everton,DEF,3066,3,4,10,130,11,6.8
Sebastian Larsson,Sunderland,MID,3052,3,4,12,105,6,5.3
Sebastian Lletget,West Ham,MID,0,0,0,0,0,0,4.5
Sebasti�n Blanco,West Brom,MID,39,0,0,0,2,0,5.2
Sebasti�n Coates,Sunderland,DEF,823,0,0,4,32,2,4.4
Semi Ajayi,Arsenal,DEF,0,0,0,0,0,0,4
Serge Gnabry,Arsenal,MID,0,0,0,0,0,0,4.8
Sergio Ag�ero,Man City,FWD,2532,26,10,9,216,27,12.9
Shane Duffy,Everton,DEF,0,0,0,0,0,0,4
Shane Ferguson,Newcastle,MID,0,0,0,0,0,0,4.5
Shane Long,Southampton,FWD,1545,5,6,7,89,7,5.4
Shaun Wright-Phillips,QPR,MID,129,0,0,0,5,0,4.5
Shay Given,Aston Villa,GKP,270,0,0,1,7,0,4
Shinji Kagawa,Man Utd,MID,0,0,0,0,0,0,6.3
Shola Ameobi,Crystal Palace,FWD,42,0,0,0,4,0,4.5
Siem de Jong,Newcastle,MID,149,1,0,0,10,0,6.8
Silvestre Varela,West Brom,MID,336,1,0,1,15,0,6
Simon Mignolet,Liverpool,GKP,3225,0,0,14,149,6,5.4
Sone Aluko,Hull,MID,1242,1,0,4,45,2,4.4
Stephen Dobbie,Crystal Palace,FWD,0,0,0,0,0,0,4.5
Stephen Ireland,Stoke,MID,933,0,3,0,33,1,4.7
Stephen Kingsley,Swansea,DEF,0,0,0,0,0,0,4.3
Stephen Quinn,Hull,MID,1637,1,3,4,57,1,4.4
Stephen Ward,Burnley,DEF,624,0,0,1,14,0,4.5
Stevan Jovetic,Man City,FWD,784,5,3,4,62,9,7.8
Steve Harper,Hull,GKP,852,0,0,4,42,3,4.4
Steve Sidwell,Stoke,MID,450,0,0,0,13,0,5
Steven Caulker,QPR,DEF,3015,1,1,6,74,2,4.6
Steven Davis,Southampton,MID,2637,0,2,11,79,2,4.7
Steven Fletcher,Sunderland,FWD,1784,5,2,6,76,6,5
Steven Gerrard,Liverpool,MID,2236,9,1,5,114,20,8.6
Steven Hewitt,Burnley,MID,0,0,0,0,0,0,4.5
Steven N'Zonzi,Stoke,MID,3375,3,2,9,111,8,4.9
Steven Naismith,Everton,FWD,2057,7,3,6,98,16,4.7
Steven Pienaar,Everton,MID,317,0,2,0,18,1,5.7
Steven Reid,Burnley,MID,113,0,0,0,6,0,4.2
Steven Taylor,Newcastle,DEF,652,1,0,2,24,0,3.8
Stewart Downing,West Ham,MID,3312,6,8,9,160,26,5.9
Stuart O'Keefe,Crystal Palace,MID,83,0,0,0,3,0,4.5
St�phane Sessegnon,West Brom,MID,1762,1,4,7,67,2,5.4
Suk-Young Yun,QPR,DEF,1722,0,0,3,33,0,3.9
Sung-yueng Ki,Swansea,MID,2689,8,1,11,129,17,5.1
Sylvain Distin,Everton,DEF,1080,0,1,0,20,1,5.2
Sylvain Marveaux,Newcastle,MID,0,0,0,0,0,0,4.5
S�bastien Pocognoli,West Brom,DEF,1211,0,0,5,41,1,4.1
Tavares Varela Adilson Cabral,Sunderland,MID,0,0,0,0,0,0,4.3
Theo Walcott,Arsenal,MID,447,5,1,2,51,3,8.2
Thibaut Courtois,Chelsea,GKP,2813,0,0,12,121,1,5.9
Thierry Ambrose,Man City,FWD,0,0,0,0,0,0,4.5
Thomas Heaton,Burnley,GKP,3420,0,0,10,150,11,4.7
Thomas Robson,Sunderland,DEF,0,0,0,0,0,0,4
Thomas S�rensen,Stoke,GKP,0,0,0,0,0,0,4.3
Thomas Vermaelen,Arsenal,DEF,0,0,0,0,0,0,5
Tiago Ilori,Liverpool,DEF,0,0,0,0,0,0,4
Tim Howard,Everton,GKP,2835,0,0,7,84,1,5.1
Tim Krul,Newcastle,GKP,2700,0,1,8,99,5,4.4
Toby Alderweireld,Southampton,DEF,2261,1,0,9,88,4,4.7
Tom Carroll,Swansea,MID,692,0,0,2,21,0,4.4
Tom Cleverley,Aston Villa,MID,2597,3,0,8,81,3,5.3
Tom Hopper,Leicester,FWD,0,0,0,0,0,0,4.4
Tom Huddlestone,Hull,MID,2539,0,3,9,70,4,5.3
Tom Ince,Hull,MID,301,0,0,1,9,0,5
Tom Lawrence,Leicester,FWD,54,0,0,0,3,0,4.3
Tom Thorpe,Man Utd,DEF,1,0,0,0,1,0,4
Tomas Rosicky,Arsenal,MID,583,2,1,1,36,3,4.6
Tony Hibbert,Everton,DEF,329,0,0,0,7,0,4.3
Tyias Browning,Everton,DEF,31,0,0,0,2,0,4
Tyler Blackett,Man Utd,DEF,653,0,0,2,16,2,3.9
Tyler Roberts,West Brom,FWD,0,0,0,0,0,0,4.5
Valentin Roberge,Sunderland,DEF,90,0,0,0,0,0,4
Vassiriki Diaby,Arsenal,MID,0,0,0,0,0,0,4.7
Victor Anichebe,West Brom,FWD,1035,3,3,4,57,6,4.9
Victor Moses,Stoke,MID,1444,3,4,5,66,3,5
Victor Wanyama,Southampton,MID,2360,3,1,8,80,8,4.6
Vincent Kompany,Man City,DEF,2034,0,0,7,66,5,6.4
Vito Mannone,Sunderland,GKP,900,0,0,2,31,2,4.1
Vlad Chiriches,Spurs,DEF,707,0,0,2,20,3,4.7
Vurnon Anita,Newcastle,MID,1267,0,0,4,33,0,4.7
V�ctor Vald�s,Man Utd,GKP,107,0,0,1,11,2,4.9
Wayne Hennessey,Crystal Palace,GKP,216,0,0,1,9,0,4.3
Wayne Rooney,Man Utd,FWD,2872,12,5,11,132,15,10.6
Wayne Routledge,Swansea,MID,2309,3,1,10,81,1,5.4
Wes Brown,Sunderland,DEF,1992,0,0,8,63,4,4.3
Wes Morgan,Leicester,DEF,3285,2,2,10,112,8,4.6
Wilfried Bony,Man City,FWD,1598,11,3,8,108,14,8.1
Wilfried Zaha,Crystal Palace,MID,1977,4,3,7,91,3,5.1
Will Keane,Man Utd,FWD,0,0,0,0,0,0,4.5
William Buckley,Sunderland,MID,876,0,3,1,37,0,5
Willian Borges Da Silva,Chelsea,MID,2405,2,4,15,104,7,7.7
Willy Caballero,Man City,GKP,180,0,0,0,3,0,5.1
Wilson Palacios,Stoke,MID,0,0,0,0,0,0,4
Winston Reid,West Ham,DEF,2502,1,0,3,61,9,4.8
Wojciech Szczesny,Arsenal,GKP,1498,0,0,3,47,0,5.2
Yannick Bolasie,Crystal Palace,MID,2771,4,12,6,132,8,5.6
Yannick Sagbo,Hull,FWD,59,0,0,0,4,0,4.9
Yaya Sanogo,Crystal Palace,FWD,458,0,1,0,19,0,4.7
Yoan Gouffran,Newcastle,MID,1968,2,1,2,67,4,6
Younes Kaboul,Spurs,DEF,990,0,0,3,28,2,4.6
Youssuf Mulumbu,West Brom,MID,899,0,0,3,25,0,4.6
Zoumana Bakayogo,Leicester,DEF,0,0,0,0,0,0,4
�lvaro Negredo,Man City,FWD,0,0,0,0,0,0,9
�ngel Di Mar�a,Man Utd,MID,1641,3,12,4,107,10,9.4
